event_id,timestamp,host_id,user_hash,session_id,step,parent_process,process,event_type,target,relation,signed,notarized,gatekeeper_bypass,xprotect_detection,privilege_escalation,persistence_write,sensitive_access,network_beacon,file_write_count,bytes_out,command_risk,scenario,mitre_technique,label,data_source
evt-0034-3,2026-01-15 11:59:58+00:00,mac-025,user-12515,session-0034,3,sh,encryptor,file_write,~/Documents,writes,0,0,0,0,0,0,0,0,132,1621,0.2642656269634948,ransomware_burst,T1486,1,synthetic macOS Endpoint Security-style fixture
evt-0034-4,2026-01-15 12:00:18+00:00,mac-025,user-12515,session-0034,4,encryptor,encryptor,file_write,~/Pictures,writes,0,0,0,0,0,0,0,0,150,593,0.2398429544828829,ransomware_burst,T1486,1,synthetic macOS Endpoint Security-style fixture
evt-0034-5,2026-01-15 12:00:38+00:00,mac-025,user-12515,session-0034,5,encryptor,encryptor,file_write,~/Desktop,writes,0,0,0,0,0,0,0,0,181,1176,0.2698002734341439,ransomware_burst,T1486,1,synthetic macOS Endpoint Security-style fixture
evt-0035-0,2026-01-15 12:07:00+00:00,mac-024,user-97295,session-0035,0,launchd,mdworker,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,3,1341,0.004880211309741811,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0035-1,2026-01-15 12:07:21+00:00,mac-024,user-97295,session-0035,1,mdworker,WindowServer,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,5,1245,0.0392979231223992,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0035-2,2026-01-15 12:07:39+00:00,mac-024,user-97295,session-0035,2,WindowServer,Finder,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,7,136,0.0451352631740315,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0035-3,2026-01-15 12:08:00+00:00,mac-024,user-97295,session-0035,3,Finder,Preview,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,2,1201,0.05842091327300128,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0035-4,2026-01-15 12:08:19+00:00,mac-024,user-97295,session-0035,4,Preview,mdworker,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,4,363,0.015141622287622013,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0035-5,2026-01-15 12:08:39+00:00,mac-024,user-97295,session-0035,5,mdworker,Finder,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,2,411,0.0689737395594225,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0036-0,2026-01-15 12:15:03+00:00,mac-008,user-32402,session-0036,0,launchd,Notes,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,6,1485,0.03227444087009376,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0036-1,2026-01-15 12:15:19+00:00,mac-008,user-32402,session-0036,1,Notes,Safari,file_write,~/Library/Preferences,writes,1,1,0,0,0,0,0,0,2,355,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0036-2,2026-01-15 12:15:39+00:00,mac-008,user-32402,session-0036,2,Safari,Notes,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,3,195,0.01712188351301247,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0036-3,2026-01-15 12:15:58+00:00,mac-008,user-32402,session-0036,3,Notes,Finder,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,10,1182,0.05961721790329216,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0036-4,2026-01-15 12:16:17+00:00,mac-008,user-32402,session-0036,4,Finder,softwareupdated,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,3,619,0.059296857309245714,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0036-5,2026-01-15 12:16:38+00:00,mac-008,user-32402,session-0036,5,softwareupdated,mdworker,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,3,1498,0.05240857585851829,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0037-0,2026-01-15 12:20:01+00:00,mac-014,user-02616,session-0037,0,launchd,WindowServer,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,5,574,0.04169178145156774,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0037-1,2026-01-15 12:20:20+00:00,mac-014,user-02616,session-0037,1,WindowServer,Preview,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,8,1338,0.061157601557693245,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0037-2,2026-01-15 12:20:39+00:00,mac-014,user-02616,session-0037,2,Preview,Mail,file_write,~/Pictures,writes,1,1,0,0,0,0,0,0,3,616,0.022643405943798278,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0037-3,2026-01-15 12:20:57+00:00,mac-014,user-02616,session-0037,3,Mail,Preview,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,3,463,0.04560743267953986,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0037-4,2026-01-15 12:21:19+00:00,mac-014,user-02616,session-0037,4,Preview,Mail,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,4,3105,0.05583553852568373,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0037-5,2026-01-15 12:21:35+00:00,mac-014,user-02616,session-0037,5,Mail,WindowServer,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,6,1433,0.041292458035715365,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0038-0,2026-01-15 12:29:00+00:00,mac-015,user-39685,session-0038,0,launchd,Terminal,exec,/bin/zsh,executes,1,1,0,0,0,0,0,0,2,1322,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0038-1,2026-01-15 12:29:23+00:00,mac-015,user-39685,session-0038,1,Terminal,zsh,exec,/usr/local/bin/brew,executes,0,0,0,0,0,0,0,0,5,1701,0.2781524590361584,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0038-2,2026-01-15 12:29:38+00:00,mac-015,user-39685,session-0038,2,zsh,brew,network_connect,packages.example,connects,0,0,0,0,0,0,0,0,3,949,0.2603518020718376,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0038-3,2026-01-15 12:30:01+00:00,mac-015,user-39685,session-0038,3,brew,softwareupdated,file_write,/Library/Updates,writes,1,1,0,0,0,1,0,0,51,866,0.328596095097116,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0038-4,2026-01-15 12:30:16+00:00,mac-015,user-39685,session-0038,4,softwareupdated,security,file_read,login.keychain-db,reads,1,1,0,0,0,0,1,0,3,2401,0.2922921616414668,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0038-5,2026-01-15 12:30:35+00:00,mac-015,user-39685,session-0038,5,security,backupd,network_connect,backup.example,connects,1,1,0,0,0,0,0,1,5,21258,0.2207911085113022,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0039-0,2026-01-15 12:35:00+00:00,mac-014,user-54251,session-0039,0,launchd,backupd,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,5,391,0.07957073616933336,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0039-1,2026-01-15 12:35:22+00:00,mac-014,user-54251,session-0039,1,backupd,Notes,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,6,2331,0.05230742279845092,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0039-2,2026-01-15 12:35:38+00:00,mac-014,user-54251,session-0039,2,Notes,Finder,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,0,2786,0.014085450628258576,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0039-3,2026-01-15 12:36:00+00:00,mac-014,user-54251,session-0039,3,Finder,Notes,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,4,2611,0.05377310952233851,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0039-4,2026-01-15 12:36:17+00:00,mac-014,user-54251,session-0039,4,Notes,WindowServer,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,2,1784,0.03464312643613837,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0039-5,2026-01-15 12:36:37+00:00,mac-014,user-54251,session-0039,5,WindowServer,backupd,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,1,1817,0.06270983243168261,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0040-0,2026-01-15 12:41:00+00:00,mac-009,user-44352,session-0040,0,launchd,WindowServer,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,5,1582,0.04907523119286292,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0040-1,2026-01-15 12:41:23+00:00,mac-009,user-44352,session-0040,1,WindowServer,Mail,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,2,2733,0.07006752016340365,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0040-2,2026-01-15 12:41:38+00:00,mac-009,user-44352,session-0040,2,Mail,Mail,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,3,740,0.017749481255909923,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0040-3,2026-01-15 12:41:58+00:00,mac-009,user-44352,session-0040,3,Mail,softwareupdated,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,5,2124,0.046981038848339055,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0040-4,2026-01-15 12:42:19+00:00,mac-009,user-44352,session-0040,4,softwareupdated,Calendar,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,4,1533,0.07144447377173607,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0040-5,2026-01-15 12:42:35+00:00,mac-009,user-44352,session-0040,5,Calendar,mdworker,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,4,2439,0.01744722154547372,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0041-0,2026-01-15 12:47:04+00:00,mac-008,user-95333,session-0041,0,launchd,Preview,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,4,3581,0.03524820817748138,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0041-1,2026-01-15 12:47:21+00:00,mac-008,user-95333,session-0041,1,Preview,Notes,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,3,1997,0.05628851551609898,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0041-2,2026-01-15 12:47:42+00:00,mac-008,user-95333,session-0041,2,Notes,Mail,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,5,3854,0.07924996212497368,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0041-3,2026-01-15 12:47:59+00:00,mac-008,user-95333,session-0041,3,Mail,WindowServer,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,2,804,0.017920009221121885,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0041-4,2026-01-15 12:48:16+00:00,mac-008,user-95333,session-0041,4,WindowServer,backupd,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,2,825,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0041-5,2026-01-15 12:48:38+00:00,mac-008,user-95333,session-0041,5,backupd,Finder,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,9,1057,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0042-0,2026-01-15 12:54:02+00:00,mac-015,user-15220,session-0042,0,launchd,Mail,file_write,~/Library/Preferences,writes,1,1,0,0,0,0,0,0,2,654,0.05471758195537877,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0042-1,2026-01-15 12:54:23+00:00,mac-015,user-15220,session-0042,1,Mail,Notes,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,5,1383,0.031135311318716045,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0042-2,2026-01-15 12:54:38+00:00,mac-015,user-15220,session-0042,2,Notes,backupd,file_write,~/Library/Preferences,writes,1,1,0,0,0,0,0,0,6,1795,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0042-3,2026-01-15 12:55:01+00:00,mac-015,user-15220,session-0042,3,backupd,Finder,file_write,/System/Library,writes,1,1,0,0,0,0,0,0,2,2716,0.09267211833195366,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0042-4,2026-01-15 12:55:17+00:00,mac-015,user-15220,session-0042,4,Finder,WindowServer,file_write,~/Pictures,writes,1,1,0,0,0,0,0,0,3,903,0.016049709982469268,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0042-5,2026-01-15 12:55:39+00:00,mac-015,user-15220,session-0042,5,WindowServer,Preview,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,3,1159,0.05427935165727618,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0043-0,2026-01-15 13:02:02+00:00,mac-017,user-89358,session-0043,0,launchd,softwareupdated,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,3,714,0.029920933076748778,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0043-1,2026-01-15 13:02:20+00:00,mac-017,user-89358,session-0043,1,softwareupdated,WindowServer,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,4,236,0.008514673332346664,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0043-2,2026-01-15 13:02:39+00:00,mac-017,user-89358,session-0043,2,WindowServer,backupd,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,3,1862,0.0404032353819001,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0043-3,2026-01-15 13:02:57+00:00,mac-017,user-89358,session-0043,3,backupd,Mail,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,7,4690,0.01796903881409874,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0043-4,2026-01-15 13:03:16+00:00,mac-017,user-89358,session-0043,4,Mail,softwareupdated,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,4,1317,0.03994374388739606,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0043-5,2026-01-15 13:03:37+00:00,mac-017,user-89358,session-0043,5,softwareupdated,Finder,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,4,189,0.026298176668879424,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0044-0,2026-01-15 13:08:03+00:00,mac-021,user-91320,session-0044,0,launchd,Mail,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,2,3704,0.04896990209765636,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0044-1,2026-01-15 13:08:19+00:00,mac-021,user-91320,session-0044,1,Mail,mdworker,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,3,685,0.04027457231456003,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0044-2,2026-01-15 13:08:41+00:00,mac-021,user-91320,session-0044,2,mdworker,Calendar,file_write,~/Pictures,writes,1,1,0,0,0,0,0,0,5,259,0.0873262221355636,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0044-3,2026-01-15 13:08:59+00:00,mac-021,user-91320,session-0044,3,Calendar,Safari,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,3,1333,0.043637870133389885,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0044-4,2026-01-15 13:09:18+00:00,mac-021,user-91320,session-0044,4,Safari,softwareupdated,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,3,1817,0.05200602881279417,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0044-5,2026-01-15 13:09:37+00:00,mac-021,user-91320,session-0044,5,softwareupdated,Calendar,file_write,/System/Library,writes,1,1,0,0,0,0,0,0,2,5522,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0045-0,2026-01-15 13:15:04+00:00,mac-024,user-60880,session-0045,0,launchd,Notes,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,4,3456,0.0772531085574143,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0045-1,2026-01-15 13:15:23+00:00,mac-024,user-60880,session-0045,1,Notes,WindowServer,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,6,1596,0.09682479564948474,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0045-2,2026-01-15 13:15:42+00:00,mac-024,user-60880,session-0045,2,WindowServer,Finder,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,4,3287,0.015222342110316239,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0045-3,2026-01-15 13:15:57+00:00,mac-024,user-60880,session-0045,3,Finder,softwareupdated,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,9,1939,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0045-4,2026-01-15 13:16:20+00:00,mac-024,user-60880,session-0045,4,softwareupdated,Calendar,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,3,3391,0.03780410803490751,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0045-5,2026-01-15 13:16:37+00:00,mac-024,user-60880,session-0045,5,Calendar,Notes,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,4,2119,0.024925542185824906,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0046-0,2026-01-15 13:24:02+00:00,mac-009,user-16528,session-0046,0,launchd,Mail,file_write,~/Downloads/invoice.pdf,writes,1,1,0,0,0,0,0,0,8,705,0.036121671720485166,ransomware_burst,T1566,1,synthetic macOS Endpoint Security-style fixture
evt-0046-1,2026-01-15 13:24:19+00:00,mac-009,user-16528,session-0046,1,Mail,Preview,exec,invoice.pdf,executes,1,1,0,0,0,0,0,0,4,498,0.03860787368375014,ransomware_burst,T1204,1,synthetic macOS Endpoint Security-style fixture
evt-0046-2,2026-01-15 13:24:42+00:00,mac-009,user-16528,session-0046,2,Preview,sh,exec,/bin/sh,executes,0,0,0,0,0,0,0,0,4,924,0.2766073075513909,ransomware_burst,T1059,1,synthetic macOS Endpoint Security-style fixture
evt-0046-3,2026-01-15 13:24:57+00:00,mac-009,user-16528,session-0046,3,sh,encryptor,file_write,~/Documents,writes,0,0,0,0,0,0,0,0,128,1384,0.31981691807545604,ransomware_burst,T1486,1,synthetic macOS Endpoint Security-style fixture
evt-0046-4,2026-01-15 13:25:20+00:00,mac-009,user-16528,session-0046,4,encryptor,encryptor,file_write,~/Pictures,writes,0,0,0,0,0,0,0,0,94,565,0.2594823408973442,ransomware_burst,T1486,1,synthetic macOS Endpoint Security-style fixture
evt-0046-5,2026-01-15 13:25:37+00:00,mac-009,user-16528,session-0046,5,encryptor,encryptor,file_write,~/Desktop,writes,0,0,0,0,0,0,0,0,129,949,0.2712453831639134,ransomware_burst,T1486,1,synthetic macOS Endpoint Security-style fixture
evt-0047-0,2026-01-15 13:32:03+00:00,mac-008,user-37723,session-0047,0,launchd,Calendar,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,4,648,0.05727656414667193,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0047-1,2026-01-15 13:32:21+00:00,mac-008,user-37723,session-0047,1,Calendar,Finder,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,4,265,0.051349890786173975,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0047-2,2026-01-15 13:32:39+00:00,mac-008,user-37723,session-0047,2,Finder,Safari,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,3,905,0.07217105656613758,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0047-3,2026-01-15 13:33:00+00:00,mac-008,user-37723,session-0047,3,Safari,Finder,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,6,1502,0.018450441117165626,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0047-4,2026-01-15 13:33:16+00:00,mac-008,user-37723,session-0047,4,Finder,Safari,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,8,1032,0.01149482858372105,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0047-5,2026-01-15 13:33:36+00:00,mac-008,user-37723,session-0047,5,Safari,mdworker,file_write,/System/Library,writes,1,1,0,0,0,0,0,0,2,459,0.044392511404121246,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0048-0,2026-01-15 13:37:04+00:00,mac-011,user-58918,session-0048,0,launchd,softwareupdated,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,4,430,0.0074516357459123855,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0048-1,2026-01-15 13:37:22+00:00,mac-011,user-58918,session-0048,1,softwareupdated,backupd,file_write,/System/Library,writes,1,1,0,0,0,0,0,0,5,1840,0.019211930683340588,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0048-2,2026-01-15 13:37:40+00:00,mac-011,user-58918,session-0048,2,backupd,Mail,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,3,1997,0.04978740093370268,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0048-3,2026-01-15 13:37:58+00:00,mac-011,user-58918,session-0048,3,Mail,Finder,file_write,/System/Library,writes,1,1,0,0,0,0,0,0,5,629,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0048-4,2026-01-15 13:38:19+00:00,mac-011,user-58918,session-0048,4,Finder,WindowServer,file_read,/System/Library,reads,1,1,0,0,0,0,0,0,4,2030,0.06419313466948684,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0048-5,2026-01-15 13:38:38+00:00,mac-011,user-58918,session-0048,5,WindowServer,mdworker,file_write,~/Pictures,writes,1,1,0,0,0,0,0,0,2,756,0.051637419354157,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0049-0,2026-01-15 13:46:02+00:00,mac-017,user-95333,session-0049,0,launchd,Mail,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,1,1182,0.040270052121400376,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0049-1,2026-01-15 13:46:20+00:00,mac-017,user-95333,session-0049,1,Mail,mdworker,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,7,1716,0.033561970027255215,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0049-2,2026-01-15 13:46:40+00:00,mac-017,user-95333,session-0049,2,mdworker,Notes,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,4,4362,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0049-3,2026-01-15 13:46:59+00:00,mac-017,user-95333,session-0049,3,Notes,Finder,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,2,783,0.02665510150851979,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0049-4,2026-01-15 13:47:16+00:00,mac-017,user-95333,session-0049,4,Finder,Finder,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,4,1883,0.014219948289010374,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0049-5,2026-01-15 13:47:35+00:00,mac-017,user-95333,session-0049,5,Finder,softwareupdated,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,6,494,0.05233169484597748,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0050-0,2026-01-15 13:54:00+00:00,mac-012,user-95333,session-0050,0,launchd,Notes,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,3,1969,0.02338533319353508,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0050-1,2026-01-15 13:54:20+00:00,mac-012,user-95333,session-0050,1,Notes,mdworker,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,4,3277,0.04608497291001348,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0050-2,2026-01-15 13:54:41+00:00,mac-012,user-95333,session-0050,2,mdworker,softwareupdated,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,0,1213,0.031509874359835786,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0050-3,2026-01-15 13:55:00+00:00,mac-012,user-95333,session-0050,3,softwareupdated,Finder,file_write,~/Library/Preferences,writes,1,1,0,0,0,0,0,0,5,1154,0.05430606050468186,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0050-4,2026-01-15 13:55:16+00:00,mac-012,user-95333,session-0050,4,Finder,softwareupdated,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,2,182,0.00694510084781378,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0050-5,2026-01-15 13:55:36+00:00,mac-012,user-95333,session-0050,5,softwareupdated,backupd,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,5,1651,0.043541417434775645,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0051-0,2026-01-15 14:00:00+00:00,mac-015,user-33710,session-0051,0,launchd,Preview,file_read,/System/Library,reads,1,1,0,0,0,0,0,0,0,645,0.023443879516885185,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0051-1,2026-01-15 14:00:20+00:00,mac-015,user-33710,session-0051,1,Preview,WindowServer,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,3,355,0.06553055723047832,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0051-2,2026-01-15 14:00:38+00:00,mac-015,user-33710,session-0051,2,WindowServer,Calendar,file_write,~/Library/Preferences,writes,1,1,0,0,0,0,0,0,9,3868,0.08577385721891415,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0051-3,2026-01-15 14:00:57+00:00,mac-015,user-33710,session-0051,3,Calendar,softwareupdated,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,5,2080,0.04692049323327052,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0051-4,2026-01-15 14:01:17+00:00,mac-015,user-33710,session-0051,4,softwareupdated,Calendar,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,4,266,0.07554067445205521,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0051-5,2026-01-15 14:01:36+00:00,mac-015,user-33710,session-0051,5,Calendar,Notes,file_write,~/Pictures,writes,1,1,0,0,0,0,0,0,1,1118,0.03266492272340065,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0052-0,2026-01-15 14:07:02+00:00,mac-027,user-09899,session-0052,0,launchd,Calendar,file_read,/System/Library,reads,1,1,0,0,0,0,0,0,4,843,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0052-1,2026-01-15 14:07:20+00:00,mac-027,user-09899,session-0052,1,Calendar,Calendar,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,4,1399,0.02159317208654161,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0052-2,2026-01-15 14:07:42+00:00,mac-027,user-09899,session-0052,2,Calendar,Notes,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,3,2495,0.03866742827522114,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0052-3,2026-01-15 14:08:01+00:00,mac-027,user-09899,session-0052,3,Notes,Notes,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,7,1020,0.078630803792414,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0052-4,2026-01-15 14:08:19+00:00,mac-027,user-09899,session-0052,4,Notes,mdworker,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,3,1309,0.07459300902982498,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0052-5,2026-01-15 14:08:36+00:00,mac-027,user-09899,session-0052,5,mdworker,backupd,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,4,7078,0.06048618931544744,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0053-0,2026-01-15 14:15:01+00:00,mac-001,user-88704,session-0053,0,launchd,Finder,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,6,7243,0.031168907704309794,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0053-1,2026-01-15 14:15:20+00:00,mac-001,user-88704,session-0053,1,Finder,softwareupdated,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,8,1512,0.020945101724068774,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0053-2,2026-01-15 14:15:41+00:00,mac-001,user-88704,session-0053,2,softwareupdated,Notes,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,5,1732,0.009262315066010055,benign,,0,synthetic macOS Endpoint Security-style fixture
